date,year,prices,market_caps,total_volumes,v_porcentual_d
2018-03-12,2018,713.195,69985307146.27713,1044019470.3085319,4.1260909810288515
2018-03-13,2018,695.314,68245214878.500916,1041451579.0783635,-2.5071684462173893
2018-03-14,2018,684.642,67211282137.89535,914239003.1825721,-1.534846127073508
2018-03-15,2018,608.393,59738408621.9634,1222860953.9396286,-11.137061413118099
2018-03-16,2018,612.444,60148621435.96764,1314501765.2298925,0.6658524999465731
2018-03-17,2018,607.879,59712695037.709236,939394446.556439,-0.745374270953747
2018-03-18,2018,560.109,55031620530.236534,922526847.9439002,-7.858471834032754
2018-03-19,2018,538.691,52938616457.57076,2515158736.529607,-3.8238985626012134
2018-03-20,2018,555.078,54560292401.575806,1668238269.8238573,3.0420036718638244
2018-03-21,2018,554.21,54486305509.98849,1363997499.3256834,-0.1563744194509442
2018-03-22,2018,561.147,55179662649.949524,1242490235.347,1.2516915970480547
2018-03-23,2018,537.706,52885690223.31916,1029637021.1311402,-4.177336776281448
2018-03-24,2018,538.109,52936241666.49759,1024506177.6381531,0.07494801992167233
2018-03-25,2018,519.486,51114768972.69823,722258331.0537022,-3.460822993111068
2018-03-26,2018,519.378,51114766847.01147,654302263.778145,-0.020789780667807012
2018-03-27,2018,487.54,47991343456.18946,1130010306.3489618,-6.1300247603864655
2018-03-28,2018,449.052,44211929435.11478,1205007525.3029315,-7.894326619354308
2018-03-29,2018,443.949,43718505250.02615,899161524.3411528,-1.1363940033670916
2018-03-30,2018,385.327,37953505528.35885,1501135895.8124254,-13.204669905777466
2018-03-31,2018,395.326,38946452754.23128,1552652584.610018,2.5949388441505628
2018-04-01,2018,395.796,39000868214.27854,970454263.2346877,0.11888922054201778
2018-04-02,2018,379.124,37365640069.82155,928418706.5875922,-4.212270967872334
2018-04-03,2018,384.826,37935548084.04267,725811930.9112238,1.5039934164020163
2018-04-04,2018,415.716,40989129292.88682,938277656.037438,8.027004412383775
2018-04-05,2018,380.282,37503095784.24193,888566484.4804863,-8.523607462787098
2018-04-06,2018,384.464,37923466118.640205,767721856.0504649,1.0997102150509308
2018-04-07,2018,369.914,36495759521.398056,590720199.8519591,-3.784489575096761
2018-04-08,2018,383.446,37838661360.00252,549082514.9320759,3.6581475694350774
2018-04-09,2018,396.982,39182417250.92415,565597670.5997823,3.530092894436243
2018-04-10,2018,398.773,39367328706.210175,1095742137.015535,0.45115395660255686
2018-04-11,2018,412.689,40749602575.92843,687260482.4501439,3.4897046690723688
2018-04-12,2018,427.385,42209337332.354004,816313720.2347212,3.561035065145912
2018-04-13,2018,488.605,48265439663.55072,1871680188.8730233,14.324321162417974
2018-04-14,2018,488.992,48313044128.328636,1771917382.798235,0.07920508386118907
2018-04-15,2018,495.113,48928578121.79471,960941082.4787031,1.2517587199790459
2018-04-16,2018,525.527,51944970387.794846,1113471501.5870776,6.142840119326309
2018-04-17,2018,507.11,50134949937.02363,952394918.7009709,-3.5044821674243276
2018-04-18,2018,498.467,49290625426.76034,834810907.6434356,-1.7043639447062775
2018-04-19,2018,517.374,51170694522.39032,827471474.463687,3.793029428226946
2018-04-20,2018,566.392,56030501148.69197,1223410365.7024539,9.47438410124979
2018-04-21,2018,590.272,58403874540.99289,1477100076.3424082,4.216161245215333
2018-04-22,2018,600.26,59405441433.091866,1412079787.2669172,1.6921012685676917
2018-04-23,2018,617.202,61094825885.43238,1226887273.8293471,2.8224436077699755
2018-04-24,2018,636.367,63004894796.41469,1175262573.641298,3.1051422386836114
2018-04-25,2018,705.028,69817174451.75433,2013232706.0861015,10.789528683919825
2018-04-26,2018,613.727,60788471582.80268,2772144667.1931686,-12.949982128369374
2018-04-27,2018,657.058,65093958669.996185,1616604527.0569918,7.06030531490387
2018-04-28,2018,641.994,63614677083.81106,1327872538.0128767,-2.2926438761874834
2018-04-29,2018,672.597,66660769651.39336,1170961463.496074,4.766866980065232
2018-04-30,2018,680.12,67420561666.31582,1180427164.5645165,1.1185003798708681
2018-05-01,2018,662.733,65710538602.21053,1271088003.6155422,-2.556460624595669
2018-05-02,2018,665.226,65971279396.12401,1342793449.0474029,0.3761695886578931
2018-05-03,2018,676.553,67108704081.6629,1153897333.4141612,1.7027295986627111
